Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning,Long_Description
RXOXCOANY,RC-OXYCODONE PRODUCTS - ANY PAST YEAR USE,"(OXYCNANYYR, PNRANYYR)",0,No (See comment above),"The following variable for any past year use of Oxycodone Products, RXOXCOANY, was assigned a positive response if a respondent indicated any past year use of OxyContin (OXYCNANYYR=1), Percocet, Percodan, Roxicodone, or generic oxycodone, or past year misuse of other pain relievers that contain oxycodone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of OxyContin (OXYCNANYYR=0), Percocet, Percodan, Roxicodone, and generic oxycodone."
RXOXCOANY,RC-OXYCODONE PRODUCTS - ANY PAST YEAR USE,"(OXYCNANYYR, PNRANYYR)",1,Yes (See comment above),"The following variable for any past year use of Oxycodone Products, RXOXCOANY, was assigned a positive response if a respondent indicated any past year use of OxyContin (OXYCNANYYR=1), Percocet, Percodan, Roxicodone, or generic oxycodone, or past year misuse of other pain relievers that contain oxycodone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of OxyContin (OXYCNANYYR=0), Percocet, Percodan, Roxicodone, and generic oxycodone."
RXTRAMANY,RC-TRAMADOL PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Tramadol Products, RXTRAMANY, was assigned a positive response if a respondent indicated any past year use of Ultram, Ultram ER, Ultracet, generic tramadol, or generic extended-release tramadol, or past year misuse of other pain relievers that contain tramadol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Ultram, Ultram ER, Ultracet, generic tramadol, and generic extended-release tramadol."
RXTRAMANY,RC-TRAMADOL PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Tramadol Products, RXTRAMANY, was assigned a positive response if a respondent indicated any past year use of Ultram, Ultram ER, Ultracet, generic tramadol, or generic extended-release tramadol, or past year misuse of other pain relievers that contain tramadol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Ultram, Ultram ER, Ultracet, generic tramadol, and generic extended-release tramadol."
RXTRAMANY,RC-TRAMADOL PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Tramadol Products, RXTRAMANY, was assigned a positive response if a respondent indicated any past year use of Ultram, Ultram ER, Ultracet, generic tramadol, or generic extended-release tramadol, or past year misuse of other pain relievers that contain tramadol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Ultram, Ultram ER, Ultracet, generic tramadol, and generic extended-release tramadol."
RXCODEANY,RC-CODEINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Codeine Products, RXCODEANY, was assigned a positive response if a respondent indicated any past year use of Codeine, Tylenol with Codeine 3 or 4, or past year misuse of other pain relievers that contain codeine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Codeine and Tylenol with Codeine 3 or 4."
RXCODEANY,RC-CODEINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Codeine Products, RXCODEANY, was assigned a positive response if a respondent indicated any past year use of Codeine, Tylenol with Codeine 3 or 4, or past year misuse of other pain relievers that contain codeine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Codeine and Tylenol with Codeine 3 or 4."
RXCODEANY,RC-CODEINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Codeine Products, RXCODEANY, was assigned a positive response if a respondent indicated any past year use of Codeine, Tylenol with Codeine 3 or 4, or past year misuse of other pain relievers that contain codeine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Codeine and Tylenol with Codeine 3 or 4."
RXMORPANY,RC-MORPHINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Morphine Products, RXMORPANY, was assigned a positive response if a respondent indicated any past year use of Avinza, Kadian, MS Contin, generic morphine, or generic extended-release morphine, or past year misuse of other pain relievers that contain morphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Avinza, Kadian, MS Contin, generic morphine, and generic extended-release morphine."
RXMORPANY,RC-MORPHINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Morphine Products, RXMORPANY, was assigned a positive response if a respondent indicated any past year use of Avinza, Kadian, MS Contin, generic morphine, or generic extended-release morphine, or past year misuse of other pain relievers that contain morphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Avinza, Kadian, MS Contin, generic morphine, and generic extended-release morphine."
RXMORPANY,RC-MORPHINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Morphine Products, RXMORPANY, was assigned a positive response if a respondent indicated any past year use of Avinza, Kadian, MS Contin, generic morphine, or generic extended-release morphine, or past year misuse of other pain relievers that contain morphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Avinza, Kadian, MS Contin, generic morphine, and generic extended-release morphine."
RXBUPRANY,RC-BUPRENORPHINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Buprenorphine Products, RXBUPRANY, was assigned a positive response if a respondent indicated any past year use of Suboxone, or generic buprenorphine, or buprenorphine plus naloxone, or past year misuse of other pain relievers that contain buprenorphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Suboxone, or generic buprenorphine, and buprenorphine plus naloxone."
RXBUPRANY,RC-BUPRENORPHINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Buprenorphine Products, RXBUPRANY, was assigned a positive response if a respondent indicated any past year use of Suboxone, or generic buprenorphine, or buprenorphine plus naloxone, or past year misuse of other pain relievers that contain buprenorphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Suboxone, or generic buprenorphine, and buprenorphine plus naloxone."
RXBUPRANY,RC-BUPRENORPHINE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Buprenorphine Products, RXBUPRANY, was assigned a positive response if a respondent indicated any past year use of Suboxone, or generic buprenorphine, or buprenorphine plus naloxone, or past year misuse of other pain relievers that contain buprenorphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Suboxone, or generic buprenorphine, and buprenorphine plus naloxone."
RXOXYMANY,RC-OXYMORPHONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Oxymorphone Products, RXOXYMANY, was assigned a positive response if a respondent indicated any past year use of Opana, Opana ER, generic oxymorphone, or generic extended-release oxymorphone, or past year misuse of other pain relievers that contain oxymorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Opana, Opana ER, generic oxymorphone, and generic extended-release oxymorphone."
RXOXYMANY,RC-OXYMORPHONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Oxymorphone Products, RXOXYMANY, was assigned a positive response if a respondent indicated any past year use of Opana, Opana ER, generic oxymorphone, or generic extended-release oxymorphone, or past year misuse of other pain relievers that contain oxymorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Opana, Opana ER, generic oxymorphone, and generic extended-release oxymorphone."
RXOXYMANY,RC-OXYMORPHONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Oxymorphone Products, RXOXYMANY, was assigned a positive response if a respondent indicated any past year use of Opana, Opana ER, generic oxymorphone, or generic extended-release oxymorphone, or past year misuse of other pain relievers that contain oxymorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Opana, Opana ER, generic oxymorphone, and generic extended-release oxymorphone."
RXDEMEANY,RC-DEMEROL PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Demerol Products, RXDEMEANY, was assigned a positive response if a respondent indicated any past year use of Demerol, or past year misuse of other pain relievers that contain demerol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Demerol."
RXDEMEANY,RC-DEMEROL PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Demerol Products, RXDEMEANY, was assigned a positive response if a respondent indicated any past year use of Demerol, or past year misuse of other pain relievers that contain demerol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Demerol."
RXDEMEANY,RC-DEMEROL PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Demerol Products, RXDEMEANY, was assigned a positive response if a respondent indicated any past year use of Demerol, or past year misuse of other pain relievers that contain demerol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Demerol."
RXHYDMANY,RC-HYDROMORPHONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Hydromorphone Products, RXHYDMANY, was assigned a positive response if a respondent indicated any past year use of Dilaudid or generic hydromorphone, or Exalgo or generic extended-release hydromorphone, or past year misuse of other pain relievers that contain hydromorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Dilaudid or generic hydromorphone and Exalgo or generic extended- release hydromorphone."
RXHYDMANY,RC-HYDROMORPHONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Hydromorphone Products, RXHYDMANY, was assigned a positive response if a respondent indicated any past year use of Dilaudid or generic hydromorphone, or Exalgo or generic extended-release hydromorphone, or past year misuse of other pain relievers that contain hydromorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Dilaudid or generic hydromorphone and Exalgo or generic extended- release hydromorphone."
RXHYDMANY,RC-HYDROMORPHONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Hydromorphone Products, RXHYDMANY, was assigned a positive response if a respondent indicated any past year use of Dilaudid or generic hydromorphone, or Exalgo or generic extended-release hydromorphone, or past year misuse of other pain relievers that contain hydromorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Dilaudid or generic hydromorphone and Exalgo or generic extended- release hydromorphone."
RXMTDNANY,RC-METHADONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Methadone Products, RXMTDNANY, was assigned a positive response if a respondent indicated any past year use of Methadone, or past year misuse of other pain relievers that contain methadone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Methadone."
RXMTDNANY,RC-METHADONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),0,No (See comment above),"The following variable for any past year use of Methadone Products, RXMTDNANY, was assigned a positive response if a respondent indicated any past year use of Methadone, or past year misuse of other pain relievers that contain methadone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Methadone."
RXMTDNANY,RC-METHADONE PRODUCTS - ANY PAST YEAR USE,(PNRANYYR),1,Yes (See comment above),"The following variable for any past year use of Methadone Products, RXMTDNANY, was assigned a positive response if a respondent indicated any past year use of Methadone, or past year misuse of other pain relievers that contain methadone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Methadone."
OTHRPNRANY,RC-OTHER PAIN RELIEVER- ANY PAST YEAR USE,(PNRANYYR),.,Unknown (Otherwise),
OTHRPNRANY,RC-OTHER PAIN RELIEVER- ANY PAST YEAR USE,(PNRANYYR),0,No,
OTHRPNRANY,RC-OTHER PAIN RELIEVER- ANY PAST YEAR USE,(PNRANYYR),1,Yes,
RXBZOTANY,RC-BENZODIAZEPINE TRANQUILIZERS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",.,Unknown (Otherwise),"NOTE: The following nine variables pertain to prescription tranquilizer subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific tranquilizer subtype were coded as a system missing. The following variable for any past year use of Benzodiazepine Tranquilizers, RXBZOTANY, was assigned a positive response if a respondent indicated any past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products, generic lorazepam), clonazepam products, generic clonazepam), diazepam products, or generic diazepam), or past year misuse of other benzodiazepine tranquilizers. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam), lorazepam products (Ativan, generic lorazepam), clonazepam products (Klonopin and generic clonazepam), and diazepam products (Valium and generic diazepam)."
RXBZOTANY,RC-BENZODIAZEPINE TRANQUILIZERS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",0,No (See comment above),"NOTE: The following nine variables pertain to prescription tranquilizer subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific tranquilizer subtype were coded as a system missing. The following variable for any past year use of Benzodiazepine Tranquilizers, RXBZOTANY, was assigned a positive response if a respondent indicated any past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products, generic lorazepam), clonazepam products, generic clonazepam), diazepam products, or generic diazepam), or past year misuse of other benzodiazepine tranquilizers. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam), lorazepam products (Ativan, generic lorazepam), clonazepam products (Klonopin and generic clonazepam), and diazepam products (Valium and generic diazepam)."
RXBZOTANY,RC-BENZODIAZEPINE TRANQUILIZERS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",1,Yes (See comment above),"NOTE: The following nine variables pertain to prescription tranquilizer subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific tranquilizer subtype were coded as a system missing. The following variable for any past year use of Benzodiazepine Tranquilizers, RXBZOTANY, was assigned a positive response if a respondent indicated any past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products, generic lorazepam), clonazepam products, generic clonazepam), diazepam products, or generic diazepam), or past year misuse of other benzodiazepine tranquilizers. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam), lorazepam products (Ativan, generic lorazepam), clonazepam products (Klonopin and generic clonazepam), and diazepam products (Valium and generic diazepam)."
RXALPRANY,RC-ALPRAZOLEM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",.,Unknown (Otherwise),"The following variable for any past year use of Alprazolam Products, RXALPRANY, was assigned a positive response if a respondent indicated any past year use of Xanax, Xanax XR, generic alprazolam, or generic extended-release alprazolam, or past year misuse of other tranquilizers that contain alprazolam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam."
RXALPRANY,RC-ALPRAZOLEM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",0,No (See comment above),"The following variable for any past year use of Alprazolam Products, RXALPRANY, was assigned a positive response if a respondent indicated any past year use of Xanax, Xanax XR, generic alprazolam, or generic extended-release alprazolam, or past year misuse of other tranquilizers that contain alprazolam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam."
RXALPRANY,RC-ALPRAZOLEM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",1,Yes (See comment above),"The following variable for any past year use of Alprazolam Products, RXALPRANY, was assigned a positive response if a respondent indicated any past year use of Xanax, Xanax XR, generic alprazolam, or generic extended-release alprazolam, or past year misuse of other tranquilizers that contain alprazolam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam."
RXLORAANY,RC-LORAZEPAM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",.,Unknown (Otherwise),"The following variable for any past year use of Lorazepam Products, RXLORAANY, was assigned a positive response if a respondent indicated any past year use of Ativan, or generic lorazepam, or past year misuse of other tranquilizers that contain lorazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Ativan and generic lorazepam."
RXLORAANY,RC-LORAZEPAM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",0,No (See comment above),"The following variable for any past year use of Lorazepam Products, RXLORAANY, was assigned a positive response if a respondent indicated any past year use of Ativan, or generic lorazepam, or past year misuse of other tranquilizers that contain lorazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Ativan and generic lorazepam."
RXLORAANY,RC-LORAZEPAM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",1,Yes (See comment above),"The following variable for any past year use of Lorazepam Products, RXLORAANY, was assigned a positive response if a respondent indicated any past year use of Ativan, or generic lorazepam, or past year misuse of other tranquilizers that contain lorazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Ativan and generic lorazepam."
RXCLONANY,RC-CLONAZEP AM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",.,Unknown (Otherwise),"The following variable for any past year use of Clonazepam Products, RXCLONANY, was assigned a positive response if a respondent indicated any past year use of Klonopin, or generic clonazepam, or past year misuse of other tranquilizers that contain clonazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Klonopin and generic clonazepam."
RXCLONANY,RC-CLONAZEP AM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",0,No (See comment above),"The following variable for any past year use of Clonazepam Products, RXCLONANY, was assigned a positive response if a respondent indicated any past year use of Klonopin, or generic clonazepam, or past year misuse of other tranquilizers that contain clonazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Klonopin and generic clonazepam."
RXCLONANY,RC-CLONAZEP AM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",1,Yes (See comment above),"The following variable for any past year use of Clonazepam Products, RXCLONANY, was assigned a positive response if a respondent indicated any past year use of Klonopin, or generic clonazepam, or past year misuse of other tranquilizers that contain clonazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Klonopin and generic clonazepam."
RXDIAZANY,RC-DIAZEPAM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",.,Unknown (Otherwise),"The following variable for any past year use of Diazepam Products, RXDIAZANY, was assigned a positive response if a respondent indicated any past year use of Valium, or generic diazepam, or past year misuse of other tranquilizers that contain diazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Valium and generic diazepam."
RXDIAZANY,RC-DIAZEPAM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",0,No (See comment above),"The following variable for any past year use of Diazepam Products, RXDIAZANY, was assigned a positive response if a respondent indicated any past year use of Valium, or generic diazepam, or past year misuse of other tranquilizers that contain diazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Valium and generic diazepam."
RXDIAZANY,RC-DIAZEPAM PRODUCTS - ANY PAST YEAR USE,"(IRBZOANYYR, TRQANYYR)",1,Yes (See comment above),"The following variable for any past year use of Diazepam Products, RXDIAZANY, was assigned a positive response if a respondent indicated any past year use of Valium, or generic diazepam, or past year misuse of other tranquilizers that contain diazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Valium and generic diazepam."
RXMRLXANY,RC-MUSCLE RELAXANTS - ANY PAST YEAR USE,(TRQANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Muscle Relaxants, RXMRLXANY, was assigned a positive response if a respondent indicated any past year use of cyclobenzaprine [also known as Flexeril], Soma, or past year misuse of other muscle relaxants. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of cyclobenzaprine [also known as Flexeril] and Soma."
RXMRLXANY,RC-MUSCLE RELAXANTS - ANY PAST YEAR USE,(TRQANYYR),0,No (See comment above),"The following variable for any past year use of Muscle Relaxants, RXMRLXANY, was assigned a positive response if a respondent indicated any past year use of cyclobenzaprine [also known as Flexeril], Soma, or past year misuse of other muscle relaxants. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of cyclobenzaprine [also known as Flexeril] and Soma."
RXMRLXANY,RC-MUSCLE RELAXANTS - ANY PAST YEAR USE,(TRQANYYR),1,Yes (See comment above),"The following variable for any past year use of Muscle Relaxants, RXMRLXANY, was assigned a positive response if a respondent indicated any past year use of cyclobenzaprine [also known as Flexeril], Soma, or past year misuse of other muscle relaxants. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of cyclobenzaprine [also known as Flexeril] and Soma."
RXCYCLANY,RC-CYCLOBENZAPRINE PRODUCTS - ANY PAST YEAR USE,(TRQANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Cyclobenzaprine Products, RXCYCLANY, was assigned a positive response if a respondent indicated any past year use of Flexeril, or past year misuse of other muscle relaxants that contain cyclobenzaprine. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Flexeril."
RXCYCLANY,RC-CYCLOBENZAPRINE PRODUCTS - ANY PAST YEAR USE,(TRQANYYR),0,No (See comment above),"The following variable for any past year use of Cyclobenzaprine Products, RXCYCLANY, was assigned a positive response if a respondent indicated any past year use of Flexeril, or past year misuse of other muscle relaxants that contain cyclobenzaprine. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Flexeril."
RXCYCLANY,RC-CYCLOBENZAPRINE PRODUCTS - ANY PAST YEAR USE,(TRQANYYR),1,Yes (See comment above),"The following variable for any past year use of Cyclobenzaprine Products, RXCYCLANY, was assigned a positive response if a respondent indicated any past year use of Flexeril, or past year misuse of other muscle relaxants that contain cyclobenzaprine. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Flexeril."
RXSOMAANY,RC-SOMA PRODUCTS - ANY PAST YEAR USE,(TRQANYYR),.,Unknown (Otherwise),"The following variable for any past year use of Carisoprodol Products, RXSOMAANY, was assigned a positive response if a respondent indicated any past year use of Soma, or past year misuse of other muscle relaxants that contain carisoprodol. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Soma."
RXSOMAANY,RC-SOMA PRODUCTS - ANY PAST YEAR USE,(TRQANYYR),0,No (See comment above),"The following variable for any past year use of Carisoprodol Products, RXSOMAANY, was assigned a positive response if a respondent indicated any past year use of Soma, or past year misuse of other muscle relaxants that contain carisoprodol. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Soma."
RXSOMAANY,RC-SOMA PRODUCTS - ANY PAST YEAR USE,(TRQANYYR),1,Yes (See comment above),"The following variable for any past year use of Carisoprodol Products, RXSOMAANY, was assigned a positive response if a respondent indicated any past year use of Soma, or past year misuse of other muscle relaxants that contain carisoprodol. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Soma."
OTHRTRQANY,RC-OTHER TRANQUILIZER- ANY PAST YEAR USE,(TRQANYYR),.,Unknown (Otherwise),
OTHRTRQANY,RC-OTHER TRANQUILIZER- ANY PAST YEAR USE,(TRQANYYR),0,No,
OTHRTRQANY,RC-OTHER TRANQUILIZER- ANY PAST YEAR USE,(TRQANYYR),1,Yes,
