Question_Code,Short_Description,Related_Variables,Answer_code,Answer_meaning
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),423,Percocet
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),465,Fentanyl
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),501,Gasoline or lighter fluids
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),508,"Nitrous oxide, ""whippits,"" dentist gas"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),592,"Computer air duster, computer cleaner, dust-off"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),601,"LSD (""acid"")"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),603,Mescaline
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),604,"Psilocybin (mushrooms), sclerotia, shrooms"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),605,"PCP (""angel dust,"" phencyclidine)"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),606,"""Ecstasy"" (MDMA), X-TC, ""X"""
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),607,"OTHER Hallucinogen, NOT OTHERWISE SPECIFIED"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),609,Jimson weed
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),614,"MDA, Methylenedioxy amphetamine"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),616,"DET, Dimethyltryptamine, DMT"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),617,"Morning glory seeds, morning glory tendrils, ricea"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),618,"Acid paper, blotter (acid)"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),636,"DOM, STP"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),639,"Nutmeg, Mace"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),698,"2C-B, Bromo mescaline, Nexus"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),701,"OTHER Opiates, NOT OTHERWISE SPECIFIED"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),703,"Opium, otherwise unspecified"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),805,"Cocaine, coca, cocaina, coke, perico"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),829,Robitussin DM <OTC>
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),900,Not a drug
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),1001,"Benadryl, Diphenhydramine <OTC>"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),3142,Amphetamine analogue; otherwise unspecified
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),5021,Octane booster
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6029,DXM
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6031,Strychnine
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6043,"Diviner's sage, Salvia divinorum"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6056,Wet
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6061,5-MeO-DMT
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6074,LSA
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6077,San Pedro
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6083,"CCC, ""Triple C,"" C3 <OTC>"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6103,"Ayahuasca, Yahe"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6114,"Molly, not otherwise specified"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6126,"2,5-Dimethoxy-4-iodophenethylamine, 2C-I"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6138,"2C-E, 2-5-Dimethoxy-4-ethyl-phenethylamine"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6141,"DPT, Dipropyltryptamine, N,N-Dipropyltryptamine"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6169,"2,5-dimethoxy-4-chloroamphetamine, DOC"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6171,"4-acetoxy-N,N-dimethyltryptamine, 4-AcO-DMT"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6173,"2,5-dimethoxy-4-bromoamphetamine, DOB"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6179,"4-HO-HiPT, 4-Hydroxy-MiPT, 4-HO-MiPT"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6185,"25I-NBOMe, 2C-I-NBOMe, BOM-CI, Cimbi-5"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6187,Mugwort
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6188,"25B-NBOMe, NBOMe-2C-B"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6189,"25C-NBOMe, 2C-C-NBOMe, NBOMe-2C-C, N-Bomb"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6203,NBOMe; otherwise unspecified
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6206,"Blue Egyptian lotus, blue lotus"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6208,"3-MeO-PCP, 3-Methoxyphencyclidine"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6209,1P-LSD
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6239,25E-NBOMe
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),6240,"4-MeO-PCP, 4-Methoxyphencyclidine"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8007,"Gabapentin, Neurontin"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8012,Coriciden <OTC>
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8237,Kratom
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8283,"Synthetic cannabinoids (eg, K2, Spice, JWH-018)"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8301,Bath salts/synthetic cathinone; otherwise unspcfd
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8368,"alpha-PVP, alpha-Pyrrolidinopentiophenone"
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),8389,CBD/hemp oil/edibles/vape (not marijuana) <OTC>
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),9985,BAD DATA Logically assigned
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),9991,NEVER USED HALLUCINOGENS
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),9997,REFUSED
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),9998,BLANK (NO ANSWER)
HALLUCOT2,OTHER HALLUCINOGEN - SPECIFY 2,(LS01SC2),9999,LEGITIMATE SKIP
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,,
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,322,"Methamphetamine (""ice"" or ""crank""), Meth"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,501,Gasoline or lighter fluids
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,520,"Old paint, paint"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,601,"LSD (""acid"")"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,604,"Psilocybin (mushrooms), sclerotia, shrooms"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,605,"PCP (""angel dust,"" phencyclidine)"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,607,"OTHER Hallucinogen, NOT OTHERWISE SPECIFIED"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,614,"MDA, Methylenedioxy amphetamine"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,617,"Morning glory seeds, morning glory tendrils, ricea"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,639,"Nutmeg, Mace"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,698,"2C-B, Bromo mescaline, Nexus"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,4046,Oxycodone
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6074,LSA
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6077,San Pedro
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6103,"Ayahuasca, Yahe"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6112,2C-T-2
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6126,"2,5-Dimethoxy-4-iodophenethylamine, 2C-I"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6138,"2C-E, 2-5-Dimethoxy-4-ethyl-phenethylamine"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6169,"2,5-dimethoxy-4-chloroamphetamine, DOC"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6182,"2C-P, 4-Propyl-2,5-dimethoxyphenethylamine"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6188,"25B-NBOMe, NBOMe-2C-B"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6189,"25C-NBOMe, 2C-C-NBOMe, NBOMe-2C-C, N-Bomb"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6206,"Blue Egyptian lotus, blue lotus"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6209,1P-LSD
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6222,"Jekem, Jenkem"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6225,"DCK, Deschloroketamine"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,6242,Chia sprouts
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,8127,Damiana <OTC>
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,8283,"Synthetic cannabinoids (eg, K2, Spice, JWH-018)"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,8301,Bath salts/synthetic cathinone; otherwise unspcfd
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,8315,"Synthetic cannabis/cannabinoid, otherwise unspcfd"
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,9985,BAD DATA Logically assigned
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,9991,NEVER USED HALLUCINOGENS
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,9997,REFUSED
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,9998,BLANK (NO ANSWER)
HALLUCOT3,OTHER HALLUCINOGEN - SPECIFY 3,,9999,LEGITIMATE SKIP
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),,
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),504,"Shoeshine liquid, glue, or toluene"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),605,"PCP (""angel dust,"" phencyclidine)"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),607,"OTHER Hallucinogen, NOT OTHERWISE SPECIFIED"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),614,"MDA, Methylenedioxy amphetamine"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),639,"Nutmeg, Mace"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),702,Heroin
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),829,Robitussin DM <OTC>
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),3127,"4-FMA, 4-Fluoromethamphetamine"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6029,DXM
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6077,San Pedro
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6103,"Ayahuasca, Yahe"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6126,"2,5-Dimethoxy-4-iodophenethylamine, 2C-I"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6130,"5-MeO-DiPT, foxy methoxy"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6138,"2C-E, 2-5-Dimethoxy-4-ethyl-phenethylamine"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6185,"25I-NBOMe, 2C-I-NBOMe, BOM-CI, Cimbi-5"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6189,"25C-NBOMe, 2C-C-NBOMe, NBOMe-2C-C, N-Bomb"
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6217,25D-NBOMe
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),6243,Sex-enhancement hallucinogen; otherwise unspecified
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),9985,BAD DATA Logically assigned
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),9991,NEVER USED HALLUCINOGENS
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),9997,REFUSED
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),9998,BLANK (NO ANSWER)
HALLUCOT4,OTHER HALLUCINOGEN - SPECIFY 4,(LS01SC4),9999,LEGITIMATE SKIP
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),,
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),322,"Methamphetamine (""ice"" or ""crank""), Meth"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),511,"Markers, felt-tip pens, ink pens"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),601,"LSD (""acid"")"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),605,"PCP (""angel dust,"" phencyclidine)"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),607,"OTHER Hallucinogen, NOT OTHERWISE SPECIFIED"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),1001,"Benadryl, Diphenhydramine <OTC>"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),6103,"Ayahuasca, Yahe"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),6188,"25B-NBOMe, NBOMe-2C-B"
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),6192,5-MeO-MiPT
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),9985,BAD DATA Logically assigned
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),9991,NEVER USED HALLUCINOGENS
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),9997,REFUSED
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),9998,BLANK (NO ANSWER)
HALLUCOT5,OTHER HALLUCINOGEN - SPECIFY 5,(LS01SC5),9999,LEGITIMATE SKIP
HALLUCEVR,EVER USED HALLUCINOGENS,(,,
HALLUCEVR,EVER USED HALLUCINOGENS,(,1,Yes
HALLUCEVR,EVER USED HALLUCINOGENS,(,91,NEVER USED HALLUCINOGENS
HALLUCEVR,EVER USED HALLUCINOGENS,(,97,REFUSED
HALLUCEVR,EVER USED HALLUCINOGENS,(,98,BLANK (NO ANSWER)
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),,
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),RANGE,1 - 73
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),985,BAD DATA Logically assigned
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),991,NEVER USED HALLUCINOGENS
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),994,DON'T KNOW
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),997,REFUSED
HALLUCAGE,AGE WHEN FIRST USED HALLUCINOGENS,(LS02),998,BLANK (NO ANSWER)
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",,
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",RANGE,2020 - 2022
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9985,BAD DATA Logically assigned
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9989,LEGITIMATE SKIP Logically assigned
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9991,NEVER USED HALLUCINOGENS
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9994,DON'T KNOW
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9997,REFUSED
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9998,BLANK (NO ANSWER)
HALLUCYFU,YEAR OF FIRST HALLUCINOGEN USE - RECODE,"(LS03A, LS03B, LS03C)",9999,LEGITIMATE SKIP
