variable_name,description
SEDNMINIT,"NOTE: SEDNMINIT is ""reverse coded"" from the answers in SVL03. SVL03=1 (yes) was recoded to 2 in SEDNMINIT because this answer means that the respondent misused sedatives before the past 12 months (and therefore is not a past year initiate for misuse of sedatives). SVL03=2 (no) was recoded to 1 in SEDNMINIT because this answer means that the respondent did not misuse sedatives before the past 12 months (and therefore is a past year initiate for misuse of sedatives). Earlier questions were about the past 12 months. This question is about any time before then, that is, any time in your life before [DATEFILL]. At any time before [DATEFILL], did you ever use any prescription sedative in a way a doctor did not direct you to use it?"
PNRRSSOR,
RXAMPHANY,"The following variable for any past year use of Amphetamine Products, RXAMPHANY, was assigned a positive response if a respondent indicated any past year use of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, or generic extended-release amphetamine-dextroamphetamine combinations, or past year misuse of other amphetamines that are prescribed for attention-deficit/hyperactivity disorder (ADHD). A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, and generic extended-release amphetamine-dextroamphetamine combinations. Amphetamines are primarily prescribed for the treatment of attention-deficit/hyperactivity disorder (ADHD). Vyvanse® is included with amphetamine products because its active ingredient (lisdexamfetamine) is metabolized to dextroamphetamine."
SEDNMLAST,"Now think about the last time you used a prescription sedative in any way a doctor did not direct you to use it. Which of these sedatives did you use the last time? If you used more than one sedative the last time, please choose one sedative as your best answer."
PNRWYGAMT,
RXAMPHMIS,"The following variable for past year misuse of Amphetamine Products, RXAMPHMIS, was assigned a positive response if a respondent indicated past year misuse of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, generic extended-release amphetamine-dextroamphetamine combinations, or other amphetamines that are prescribed for attention- deficit/hyperactivity disorder (ADHD). A negative response was assigned if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0) or if a respondent indicated no past year misuse of Adderall, Adderall XR, Dexedrine, Vyvanse, generic dextroamphetamine, generic amphetamine-dextroamphetamine combinations, and generic extended-release amphetamine-dextroamphetamine combinations. Amphetamines are primarily prescribed for the treatment of attention-deficit/hyperactivity disorder (ADHD). Vyvanse® is included with amphetamine products because its active ingredient (lisdexamfetamine) is metabolized to dextroamphetamine."
SEDNMLIF,"The next question asks about using prescription sedatives in any way a doctor did not direct you to use them. When you answer these questions, please think only about your use of the drug in any way a doctor did not direct you to use it, including: • Using it without a prescription of your own • Using it in greater amounts, more often, or longer than you were told to take it • Using it in any other way a doctor did not direct you to use it Have you ever, even once, used any prescription sedative in any way a doctor did not direct you to use it?"
PNRWYLNGR,
RXANORANY,"The following variable for any past year use of Anorectic, benzphetamine, Tenuate, diethylpropion, phendimetrazine, or phentermine, or past year misuse of other stimulants that are prescribed for weight loss. A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Didrex, benzphetamine, Tenuate, diethylpropion, phendimetrazine, and phentermine."
SEDNMMFU,
PNRWYNORX,"Which of these statements describe your use of it/them at any time in the past 12 months? To select more than one statement, press the space bar between the numbers. When you have finished, press [ENTER]."
RXANORMIS,"The following variable for past year misuse of Anorectic, benzphetamine, Tenuate, diethylpropion, phendimetrazine, phentermine, or other stimulants that are prescribed for weight loss. A negative response was assigned if a respondent was not a past year misuser of prescription stimulants (STMNMYR=0) or if a respondent indicated no past year misuse of Didrex, benzphetamine, Tenuate, diethylpropion, phendimetrazine, and phentermine."
SEDNMMON,
PNRWYOFTN,
RXBARBANY,"The following variable for any past year use of Barbiturates, RXBARBANY, was assigned a positive response if a respondent indicated any past year use of Butisol, Seconal, or phenobarbital, or past year misuse of other barbiturates. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0) or if a respondent indicated no past year use of Butisol, Seconal, and phenobarbita."
SEDNMREC,"NOTE: The variable SEDNMREC is a recoded variable that was created from SEDNMLIF, the 12-month misuse variables of specific sedatives, and SEDTVNM30DY."
PNRWYOTWY,
RXBARBMIS,"The following variable for past year misuse of Barbiturates, RXBARBMIS, was assigned a positive response if a respondent indicated past year misuse of Butisol, Seconal, phenobarbital, or other specific write-in barbiturates. A negative response was assigned if a respondent was not a past year misuser of prescription sedatives (SEDNMYR=0) or if a respondent indicated no past year misuse of Butisol, Seconal, and phenobarbital."
SEDNMYFU,
POVERTY3,"The following variable, POVERTY3, indicates a person’s family income relative to poverty thresholds. The U.S. Census Bureau assigns a poverty threshold for each combination of family size and number of children in the household. To be at 100% of the poverty threshold is equivalent to having a family income that is the same as the poverty threshold. A poverty level less than 100% indicates having a family income less than the poverty threshold and therefore defined by the Federal government as living in poverty. A poverty level greater than 100% indicates having a family income greater than the poverty threshold. The previously created variable POVERTY2, was created using the recoded version of family income that had a top-coded level of $100,000 or more. Starting in 2015, the finer income questions were revised to expand the top level to include the responses $100,000 - $149,999 and $150,000 or more. The variable POVERTY3 account for these additional income levels through the use of the finer family income variable. Despite these changes, POVERTY3 is considered comparable with POVERTY2. POVERTY3 was created for each individual based on their poverty threshold (determined by their age, family size, the number of children in the household, and total family income). Since NSDUH only collects categorical values of family income, for each level of income, the midpoint of each range was assigned as the effective family income. The highest level of income, $150,000 or more, was assigned a value of $180,000. Prior to the questionnaire change in 2015 that expanded the top level of income categories, the highest level of income was $100,000 or more and the assigned family income was $120,000. Family income was divided by the poverty threshold and multiplied by 100 to show family income as a percentage of the federal poverty threshold. Respondents aged 18 to 22 currently living in a college dormitory (GQTYPE2='C') were set to system missing and do not have a valid value for this variable."
RXBUPRANY,"The following variable for any past year use of Buprenorphine Products, RXBUPRANY, was assigned a positive response if a respondent indicated any past year use of Suboxone, or generic buprenorphine, or buprenorphine plus naloxone, or past year misuse of other pain relievers that contain buprenorphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Suboxone, or generic buprenorphine, and buprenorphine plus naloxone."
SEDNMYR,
PRALDLY2,
RXBUPRMIS,"The following variable for past year misuse of Buprenorphine Products, RXBUPRMIS, was assigned a positive response if a respondent indicated past year misuse of Suboxone, generic buprenorphine, or buprenorphine plus naloxone, or other pain relievers that contain buprenorphine. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Suboxone, or generic buprenorphine, and buprenorphine plus naloxone."
SEDNORXFG,NOTE: STMNORXFG is set to 1 when respondents reported that the only way they misused sedatives in the past year was without a prescription. These respondents also reported that the last sedative they misused was obtained through a prescription (a) from one doctor or (b) from more than one doctor.
PRBSOLV2,
RXBZOSANY,"The following variable for any past year use of Benzodiazepine Sedatives, RXBZOSANY, was assigned a positive response if a respondent indicated any past year use of flurazepam [also known as Dalmane], temazepam products [Restoril, or generic temazepam], or triazolam [Halcion or generic triazolam], or past year misuse of other benzodiazepine sedatives. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of flurazepam [also known as Dalmane], temazepam products [Restoril, and generic temazepam], and triazolam [Halcion and generic triazolam]."
SEDRSDGFX,
PRCHORE2,
RXBZOSMIS,"The following variable for past year misuse of Benzodiazepine Sedatives, RXBZOSMIS, was assigned a positive response if a respondent indicated past year misuse of flurazepam [also known as Dalmane], temazepam products [Restoril or generic temazepam], or triazolam [Halcion, generic triazolam], or other benzodiazepine sedatives. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDNMYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZONMYR=0), or if a respondent indicated no past year use of flurazepam [also known as Dalmane], temazepam products [Restoril and generic temazepam ], and triazolam [Halcion and generic triazolam]."
SEDRSEMOT,
PREG,"NOTE: The variables in this section are recoded variables that were created from one or more of the edited variables from the preceding section. NOTE: Certain source variables that were used to create recoded variables have valid values that might not have been reported or assigned for the current survey year. However, these values have been included in the general specifications in the codebook on how the recoded variables were created. See additional details about this issue in the Organization of the Data File section of this codebook introduction."
RXBZOTANY,"NOTE: The following nine variables pertain to prescription tranquilizer subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific tranquilizer subtype were coded as a system missing. The following variable for any past year use of Benzodiazepine Tranquilizers, RXBZOTANY, was assigned a positive response if a respondent indicated any past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products, generic lorazepam), clonazepam products, generic clonazepam), diazepam products, or generic diazepam), or past year misuse of other benzodiazepine tranquilizers. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of alprazolam products (Xanax, Xanax XR, generic alprazolam, and generic extended-release alprazolam), lorazepam products (Ativan, generic lorazepam), clonazepam products (Klonopin and generic clonazepam), and diazepam products (Valium and generic diazepam)."
SEDRSEXPT,
PREG2,
RXBZOTMIS,"NOTE: The following nine variables pertain to prescription tranquilizer subtype misuse. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year misuse of the specific tranquilizer subtype were coded as a system missing. The following variable for past year misuse of Benzodiazepine Tranquilizers, RXBZOTMIS, was assigned a positive response if a respondent indicated past year misuse of alprazolam products (Xanax, Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products or generic lorazepam), clonazepam products, generic clonazepam), or diazepam products, generic diazepam), or other benzodiazepine tranquilizers. A negative response was assigned if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0), if a respondent was not a past year misuser of any benzodiazepines (IRBZONMYR=0), or if a respondent indicated no past year misuse of alprazolam products (Xanax and Xanax XR, generic alprazolam, generic extended-release alprazolam), lorazepam products (Ativanand generic lorazepam), clonazepam products (Klonopin and generic clonazepam), and diazepam products (Valium and generic diazepam)."
SEDRSHIGH,
PREGAGE2,
RXCLONANY,"The following variable for any past year use of Clonazepam Products, RXCLONANY, was assigned a positive response if a respondent indicated any past year use of Klonopin, or generic clonazepam, or past year misuse of other tranquilizers that contain clonazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Klonopin and generic clonazepam."
SEDRSHOOK,
PREGNANT,"The values in this section may be inconsistent with values for variables in other sections of the interview. Items in this section were edited when respondents legitimately skipped out of these items based on prior answers in earlier sections. Otherwise, variables in one section of the interview generally were not edited to make them consistent with variables in another section of the interview. This note applies to variables in this section marked by a1. The next questions are about your health and health care. Are you currently pregnant?"
RXCLONMIS,"The following variable for past year misuse of Clonazepam Products, RXCLONMIS, was assigned a positive response if a respondent indicated past year misuse of Klonopin, generic clonazepam, or other tranquilizers that contain clonazepam. A negative response was assigned if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0), if a respondent was not a past year misuser of any benzodiazepines (IRBZONMYR=0), or if a respondent indicated no past year misuse of Klonopin and generic clonazepam."
SEDRSMAIN,Which was the main reason you used [SVLASTFILL2] the last time?
PREGPGM2,
RXCODEANY,"The following variable for any past year use of Codeine Products, RXCODEANY, was assigned a positive response if a respondent indicated any past year use of Codeine, Tylenol with Codeine 3 or 4, or past year misuse of other pain relievers that contain codeine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Codeine and Tylenol with Codeine 3 or 4."
SEDRSOTRS2,"Please type in the other reason you used [SVLASTFILL2] the last time. When you have finished typing your answer, press [ENTER] to go to the next question."
PREVIOL2,
RXCODEMIS,"The following variable for past year misuse of Codeine Products, RXCODEMIS, was assigned a positive response if a respondent indicated past year misuse of Codeine, Tylenol with Codeine 3 or 4, or other pain relievers that contain codeine. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Codeine and Tylenol with Codeine 3 or 4."
SEDRSRELX,Now think about the last time you used [SVLASTFILL2] in any way a doctor did not direct you to use it/them. What were the reasons you used [SVLASTFILL2] the last time?
PRGDJOB2,
RXCYCLANY,"The following variable for any past year use of Cyclobenzaprine Products, RXCYCLANY, was assigned a positive response if a respondent indicated any past year use of Flexeril, or past year misuse of other muscle relaxants that contain cyclobenzaprine. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of Flexeril."
SEDRSSLEP,
PRLMTTV2,
RXCYCLMIS,"The following variable for past year misuse of Cyclobenzaprine Products, RXCYCLMIS, was assigned a positive response if a respondent indicated past year misuse of Flexeril, or other muscle relaxants that contain cyclobenzaprine. A negative response was assigned if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0) or if a respondent indicated no past year misuse of Flexeril."
SEDRSSOR,
PRMJEVR2,
RXDEMEANY,"The following variable for any past year use of Demerol Products, RXDEMEANY, was assigned a positive response if a respondent indicated any past year use of Demerol, or past year misuse of other pain relievers that contain demerol. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Demerol."
SEDWYGAMT,
PRMJMO,
RXDEMEMIS,"The following variable for past year misuse of Demerol Products, RXDEMEMIS, was assigned a positive response if a respondent indicated past year misuse of Demerol, or other pain relievers that contain demerol. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Demerol."
SEDWYLNGR,
PROB,
RXDIAZANY,"The following variable for any past year use of Diazepam Products, RXDIAZANY, was assigned a positive response if a respondent indicated any past year use of Valium, or generic diazepam, or past year misuse of other tranquilizers that contain diazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Valium and generic diazepam."
SEDWYNORX,Which of these statements describe your use of [SVNAMEFILL] at any time in the past 12 months?
PROBATON,Were you on probation at any time during the past 12 months?
RXDIAZMIS,"The following variable for past year misuse of Diazepam Products, RXDIAZMIS, was assigned a positive response if a respondent indicated past year misuse of Valium, generic diazepam, or other tranquilizers that contain diazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQNMYR=0), if a respondent was not a past year misuser of any benzodiazepines (IRBZONMYR=0), or if a respondent indicated no past year use of Valium and generic diazepam."
SEDWYOFTN,
PRPKCIG2,
RXESZOANY,"The following variable for any past year use of Eszopiclone Products, RXESZOANY, was assigned a positive response if a respondent indicated any past year use of Lunesta or generic eszopiclone, or past year misuse of other sedatives that contain eszopiclone. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0) or if a respondent indicated no past year use of Lunesta or generic eszopiclone."
SEDWYOTWY,
PRPROUD2,
RXESZOMIS,"The following variable for past year misuse of Eszopiclone Products, RXESZOMIS, was assigned a positive response if a respondent indicated past year misuse of Lunesta or generic eszopiclone, or other sedatives that contain eszopiclone. A negative response was assigned if a respondent was not a past year misuser of prescription sedatives (SEDNMYR=0) or if a respondent indicated no past year misuse of Lunesta or generic eszopiclone."
SERVICE,Have you ever been in the United States Armed Forces?
PRTALK3,
RXFLURANY,"The following variable for any past year use of Flurazepam, RXFLURANY, was assigned a positive response if a respondent indicated any past year use of flurazepam [also known as Dalmane], or past year misuse of other sedatives that contain flurazepam. A negative response was assigned if a respondent was not a past year user of prescription sedatives (SEDANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of flurazepam [also known as Dalmane]."
SEVYRPNRANY,
PRVDRGO2,
RXHYDCANY,"NOTE: The following 12 variables pertain to prescription pain reliever subtype use. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year use of the specific pain reliever subtype were coded as a system missing. The following variable for any past year use of Hydrocodone Products, RXHYDCANY, was assigned a positive response if a respondent indicated any past year use of Vicodin, Lortab, Norco, Zohydro ER, generic hydrocodone, or past year misuse of other pain relievers that contain hydrocodone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Vicodin, Lortab, Norco, Zohydro ER, and generic hydrocodone."
SEVYRSEDANY,
PRVHLTIN,"Private health insurance can be obtained through work, such as through an employer, union, or professional association, by paying premiums directly to a health insurance company, or by purchasing a plan through the Health Insurance Marketplace. It includes coverage by a health maintenance organization or HMO, fee for service plans, and single service plans. Is [SAMPLE MEMBER A] currently covered by private health insurance?"
RXHYDCMIS,"NOTE: The following 12 variables pertain to prescription pain reliever subtype misuse. These variables were revised starting with the 2021 NSDUH so that respondents with unknown past year misuse of the specific pain reliever subtype were coded as a system missing. The following variable for past year misuse of Hydrocodone Products, RXHYDCMIS, was assigned a positive response if a respondent indicated past year misuse of Vicodin, Lortab, Norco, Zohydro ER, generic hydrocodone, or other pain relievers that contain hydrocodone. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Vicodin, Lortab, Norco, Zohydro ER, and generic hydrocodone."
SEVYRSTMANY,
PRXRETRY,PRXRETRY was created starting in 2014 and indicates whether respondents younger than 18 selected another proxy if their previously selected proxy was unavailable.
RXHYDMANY,"The following variable for any past year use of Hydromorphone Products, RXHYDMANY, was assigned a positive response if a respondent indicated any past year use of Dilaudid or generic hydromorphone, or Exalgo or generic extended-release hydromorphone, or past year misuse of other pain relievers that contain hydromorphone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Dilaudid or generic hydromorphone and Exalgo or generic extended- release hydromorphone."
SEVYRTRQANY,
PRXYDATA,
RXHYDMMIS,"The following variable for past year misuse of Hydromorphone Products, RXHYDMMIS, was assigned a positive response if a respondent indicated past year misuse of Dilaudid or generic hydromorphone, Exalgo or generic extended-release hydromorphone, or other pain relievers that contain hydromorphone. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Dilaudid or generic hydromorphone and Exalgo or generic extended-release hydromorphone.ble for past year misuse of Hydromorphone Products, HYDMPDPYMU, was assigned a positive response if a respondent indicated past year misuse of Dilaudid or generic hydromorphone, Exalgo or generic extended-release hydromorphone, or other pain relievers that contain hydromorphone."
SEXAGE,
PSILCY,"Have you ever, even once, used psilocybin, found in mushrooms?"
RXLORAANY,"The following variable for any past year use of Lorazepam Products, RXLORAANY, was assigned a positive response if a respondent indicated any past year use of Ativan, or generic lorazepam, or past year misuse of other tranquilizers that contain lorazepam. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0), if a respondent was not a past year user of any benzodiazepines (IRBZOANYYR=0), or if a respondent indicated no past year use of Ativan and generic lorazepam."
SEXATRACT,People are different in their sexual attraction to other people. Which statement best describes your feelings?
PSILCYEVER,
RXLORAMIS,"The following variable for past year misuse of Lorazepam Products, RXLORAMIS, was assigned a positive response if a respondent indicated past year misuse of Ativan, generic lorazepam, or other tranquilizers that contain lorazepam. A negative response was assigned if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0), if a respondent was not a past year misuser of any benzodiazepines (IRBZONMYR=0), or if a respondent indicated no past year misuse of Ativan and generic lorazepam."
SEXIDENT,Which one of the following do you consider yourself to be?
PSYANYFLAG,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime use or misuse of any prescription psychotherapeutics (ever used/ever misused) in analysis."
RXMORPANY,"The following variable for any past year use of Morphine Products, RXMORPANY, was assigned a positive response if a respondent indicated any past year use of Avinza, Kadian, MS Contin, generic morphine, or generic extended-release morphine, or past year misuse of other pain relievers that contain morphine. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Avinza, Kadian, MS Contin, generic morphine, and generic extended-release morphine."
SEXRACE,
PSYANYYR,
RXMORPMIS,"The following variable for past year misuse of Morphine Products, RXMORPMIS, was assigned a positive response if a respondent indicated past year misuse of Avinza, Kadian, MS Contin, generic morphine, generic extended-release morphine, or other pain relievers that contain morphine. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Avinza, Kadian, MS Contin, generic morphine, and generic extended-release morphine."
SMIPPPY,"NOTE: The following eight mental illness variables are based on the 2012 mental illness prediction model. Starting with the 2021 NSDUH, the inputs to the 2012 mental illness prediction model were statistically imputed. Specific details about these variables and the prediction models are provided in the Recoded Mental Health Appendix. The following variable, SMIPPPY, is a predicted probability that a respondent has Serious Mental Illness (SMI) estimated using the 2012 logistic regression model. SMIPPPY was used to determine these levels of mental illness: Serious (SMI), Serious or Moderate (SMMI), and Any (AMI). The categories of Moderate (MMI) and Mild (LMI) were determined by subtraction."
PSYCHFLAG,"Due to potential underreporting of lifetime prescription drug use, users are cautioned against using the lifetime misuse of any prescription psychotherapeutics (ever misused) in analysis."
RXMRLXANY,"The following variable for any past year use of Muscle Relaxants, RXMRLXANY, was assigned a positive response if a respondent indicated any past year use of cyclobenzaprine [also known as Flexeril], Soma, or past year misuse of other muscle relaxants. A negative response was assigned if a respondent was not a past year user of prescription tranquilizers (TRQANYYR=0) or if a respondent indicated no past year use of cyclobenzaprine [also known as Flexeril] and Soma."
SMIPY,"NOTE: The following six variables (SMIPY, AMIPY, SMMIPY, MMIPY, LMIPY, and LMMIPY) are not recommended to be used when analyzing variables for past year suicidal thoughts, past year MDE, K6, or the WHODAS, nor are they recommended to be used when analyzing other variables closely linked with these variables (including past year suicide attempts, suicide plans, medical treatment for suicide attempts, lifetime MDE, SPD, or components used in the K6 or WHODAS scales). Specific details about the creation and use of these variables can be found in the Recoded Mental Health Appendix. The following variable, SMIPY, is a Serious Mental Illness (SMI) indicator for respondents based on the 2012 predicted probability of SMI (SMIPPPY). If SMIPPPY is greater than or equal to a specified cutoff point (0.260573529) then SMIPY=1, and if SMIPPPY is less than the cutoff point then SMIPY=0. Specific details about this variable can be found in the Recoded Mental Health Appendix."
PSYCHMON,
RXMRLXMIS,"The following variable for past year misuse of Muscle Relaxants, RXMRLXMIS, was assigned a positive response if a respondent indicated past year misuse of cyclobenzaprine [also known as Flexeril], Soma, or other muscle relaxants. A negative response was assigned if a respondent was not a past year misuser of prescription tranquilizers (TRQNMYR=0) or if a respondent indicated no past year misuse of cyclobenzaprine [also known as Flexeril] and Soma."
SMIRSUD5ANY,"NOTE: The following four variables are recodes that combine mental illness measures based on the 2012 revised predicted probability of SMI (SMIPPPY) with substance use disorder (SUD) in the past year. SMIRSUD5ANY, SMISUD5ANYO, AMIRSUD5ANY, and AMISUD5ANYO were created using the DSM-5 based SUD estimates. Specific information about the DSM-5 use disorder criteria used in these recoded variables can be found in the Nicotine Dependence and Substance Use Disorder Appendix. These recodes replace variables SMIORSUD5, SMISUD5ONL, AMIORSUD5, and AMISUD5ONL, and were used starting with the 2021 NSDUH National Report appendix tables."
PSYCHYR,
RXMTDNANY,"The following variable for any past year use of Methadone Products, RXMTDNANY, was assigned a positive response if a respondent indicated any past year use of Methadone, or past year misuse of other pain relievers that contain methadone. A negative response was assigned if a respondent was not a past year user of prescription pain relievers (PNRANYYR=0) or if a respondent indicated no past year use of Methadone."
SMISUD5ANY,"NOTE: SMISUD5ANY, AMISUD5ANY, and LMMISUD5ANY are recodes that combine mental illness measures based on the 2012 predicted probability of SMI (SMIPPPY) with substance use disorder (SUD) in the past year. Starting with the 2021 NSDUH, the inputs to the 2012 mental illness prediction model were statistically imputed. Specific information about the DSM-5 use disorder criteria used in these recoded variables can be found in the Nicotine Dependence and Substance Use Disorder Appendix."
PYUD5ALC,"The next set of variables are substance use disorder measures for alcohol and drugs and are based on the criteria in the Diagnostic and Statistical Manual of Mental Disorders, 5th edition. Drugs include marijuana, cocaine, heroin, hallucinogens, inhalants, methamphetamine, and the use of prescription psychotherapeutic drugs (i.e., pain relievers, tranquilizers, stimulants, and sedatives). These variables include missing values, while the imputation-revised versions of these variables in which missing values are replaced with valid response categories are described in the ""Imputed Substance Use Disorder"" section.The construction of all SUD variables is described in more detail in the Nicotine Dependence and Substance Use Disorder appendix. NOTE: Respondents who reported past year alcohol use but indicated use of alcohol on 5 or fewer days in the past year were not asked the questions on alcohol use disorder. However, respondents who reported past year alcohol use and had a missing value for the number of days they used alcohol in the past year were asked the questions on alcohol use disorder. Therefore, it is possible for a respondent to have used alcohol on 5 or fewer days in the past year according to IRALCFY but to be classified as having a past year substance use disorder of alcohol. (ALCYR, UDALAVWALCO, UDALAVWOTHR, UDALAVWSVTR, UDALBLCKCTD, UDALFMLYCTD, UDALFMLYPRB, UDALGETHURT, UDALHLTHCTD, UDALLESSEFF, UDALLRGAMTS, UDALMNTLCTD, UDALNEEDMOR, UDALNOTSTOP, UDALSTOPACT, UDALSTRURGE, UDALTIMEGET, UDALTIMEUSE, UDALWANTBAD, UDALWDFLANX, UDALWDHALUC, UDALWDSITST, UDALWDSLEEP, UDALWDSWEAT, UDALWDTRMBL, UDALWDVOMIT, UDALWORKPRB, UDALWSHSTOP)"
RXMTDNMIS,"The following variable for past year misuse of Methadone Products, RXMTDNMIS, was assigned a positive response if a respondent indicated past year misuse of Methadone, or other pain relievers that contain methadone. A negative response was assigned if a respondent was not a past year misuser of prescription pain relievers (PNRNMYR=0) or if a respondent indicated no past year misuse of Methadone."
SMISUD5ANYO,
PYUD5COC,"NOTE: Respondents who reported lifetime but not past year use of cocaine, but were past year users of cocaine according to the variable CONDLREC, were asked the questions on cocaine use disorder. Because the editing and imputation procedures for cocaine recency do not incorporate CONDLREC, it is possible for a respondent to be a lifetime but not a past year user of cocaine according to IRCOCRC, but to be classified as having past year substance use disorder of cocaine. The few respondents who were lifetime but not past year users of cocaine according to IRCOCRC but were missing for CONDLREC were considered past year nonusers. (COCYR, CONDLREC, UDCCAVWCOCN, UDCCAVWMETH, UDCCAVWOTHR, UDCCAVWSTIM, UDCCFMLYCTD, UDCCFMLYPRB, UDCCGETHURT, UDCCHLTHCTD, UDCCLESSEFF, UDCCLRGAMTS, UDCCMNTLCTD, UDCCNEEDMOR, UDCCNOTSTOP, UDCCSTOPACT, UDCCSTRURGE, UDCCTIMEGET, UDCCTIMEUSE, UDCCWANTBAD, UDCCWDDREAM, UDCCWDFLBLU, UDCCWDHNGRY, UDCCWDSITST, UDCCWDSLEEP, UDCCWDTIRED, UDCCWORKPRB, UDCCWSHSTOP)"
RXMTHPANY,"The following variable for any past year use of Methylphenidate Products, RXMTHPANY, was assigned a positive response if a respondent indicated any past year use of Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, or generic extended-release dexmethylphenidate, or past year misuse of other stimulants that contain methylphenidate. A negative response was assigned if a respondent was not a past year user of prescription stimulants (STMANYYR=0) or if a respondent indicated no past year use of Ritalin, Ritalin LA, Concerta, Daytrana, Metadate CD, Metadate ER, Focalin, Focalin XR, generic methylphenidate, generic extended-release methylphenidate, generic dexmethylphenidate, and generic extended-release dexmethylphenidate."
SMKAGLAST,"The computer recorded that you last used ""smokeless"" tobacco [CGSNREC FILL]. How old were you the last time you used ""smokeless"" tobacco?"
PYUD5HAL,"(HALLUCYR, UDHAFMLYCTD, UDHAFMLYPRB, UDHAGETHURT, UDHAHLTHCTD, UDHALESSEFF, UDHALRGAMTS, UDHAMNTLCTD, UDHANEEDMOR, UDHANOTSTOP, UDHASTOPACT, UDHASTRURGE, UDHATIMEGET, UDHATIMEUSE, UDHAWANTBAD,"
