Question_Code,Short_description,Answer_code,Answer_meaning
OPMATNUM,"Outpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.33c)",3,204 - 308
OPMATNUM,"Outpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.33c)",4,309 - 472
OPMATNUM,"Outpatient clients -- total medication assisted treatment -- March 29, 2019 (Q.33c)",5,473+
OPMETNUM,"Outpatient clients, methadone dispensed for opioid use disorder (Q.33c)",.,Logical skip
OPMETNUM,"Outpatient clients, methadone dispensed for opioid use disorder (Q.33c)",1,0-119
OPMETNUM,"Outpatient clients, methadone dispensed for opioid use disorder (Q.33c)",2,120-200
OPMETNUM,"Outpatient clients, methadone dispensed for opioid use disorder (Q.33c)",3,201-300
OPMETNUM,"Outpatient clients, methadone dispensed for opioid use disorder (Q.33c)",4,301-465
OPMETNUM,"Outpatient clients, methadone dispensed for opioid use disorder (Q.33c)",5,466+
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",.,Logical skip
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",M,Missing
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",1,0-2 
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",2,3
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",3,4-6
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",4,7-15
OPVIVNUM,"Outpatient clients, naltrexone administered for opioid use disorder (Q.33c)",5,16+
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",.,Logical skip
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",M,Missing
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",1,0 - 2
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",2,3
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",3,4 - 5
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",4,6 - 10
RCBUPNUM,"Residential clients, buprenorphine dispensed or prescribed for opioid use disorder (Q.32c)",5,11+
RCMATNUM,"Residential clients -- total medication assisted treatment -- March 29, 2019 (Q.32c)",.,Logical skip
RCMATNUM,"Residential clients -- total medication assisted treatment -- March 29, 2019 (Q.32c)",1,0 - 3
RCMATNUM,"Residential clients -- total medication assisted treatment -- March 29, 2019 (Q.32c)",2,4 - 7
RCMATNUM,"Residential clients -- total medication assisted treatment -- March 29, 2019 (Q.32c)",3,8 - 15
RCMATNUM,"Residential clients -- total medication assisted treatment -- March 29, 2019 (Q.32c)",4,16 - 30
RCMATNUM,"Residential clients -- total medication assisted treatment -- March 29, 2019 (Q.32c)",5,31+
RCMETNUM,"Residential clients, methadone dispensed for opioid use disorder (Q.32c)",.,Logical skip
RCMETNUM,"Residential clients, methadone dispensed for opioid use disorder (Q.32c)",1,0-3
RCMETNUM,"Residential clients, methadone dispensed for opioid use disorder (Q.32c)",2,4-6
RCMETNUM,"Residential clients, methadone dispensed for opioid use disorder (Q.32c)",3,7-12
RCMETNUM,"Residential clients, methadone dispensed for opioid use disorder (Q.32c)",4,13-25
RCMETNUM,"Residential clients, methadone dispensed for opioid use disorder (Q.32c)",5,26+
RCVIVNUM,"Residential clients, naltrexone administered for opioid use disorder (Q.32c)",.,Logical skip
RCVIVNUM,"Residential clients, naltrexone administered for opioid use disorder (Q.32c)",M,Missing
RCVIVNUM,"Residential clients, naltrexone administered for opioid use disorder (Q.32c)",2,2
RCVIVNUM,"Residential clients, naltrexone administered for opioid use disorder (Q.32c)",3,3
RCVIVNUM,"Residential clients, naltrexone administered for opioid use disorder (Q.32c)",5,7+
HIDISNUM,"Hospital inpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.31d)",.,Logical skip
HIDISNUM,"Hospital inpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.31d)",1,0 - 1
HIDISNUM,"Hospital inpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.31d)",2,2
HIDISNUM,"Hospital inpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.31d)",3,3 - 4
HIDISNUM,"Hospital inpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.31d)",4,5 - 9
HIDISNUM,"Hospital inpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.31d)",5,10+
HINALNUM,"Hospital inpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.31d)",.,Logical skip
HINALNUM,"Hospital inpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.31d)",1,0-1
HINALNUM,"Hospital inpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.31d)",2,2
HINALNUM,"Hospital inpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.31d)",3,3
HINALNUM,"Hospital inpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.31d)",4,4-8
HINALNUM,"Hospital inpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.31d)",5,9+
HIACAMNUM,"Hospital inpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.31d)",.,Logical skip
HIACAMNUM,"Hospital inpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.31d)",1,0-1
HIACAMNUM,"Hospital inpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.31d)",2,2
HIACAMNUM,"Hospital inpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.31d)",3,3
HIACAMNUM,"Hospital inpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.31d)",4,4-5
HIACAMNUM,"Hospital inpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.31d)",5,6+
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",.,Logical skip
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",M,Missing
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",1,0-1
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",2,2
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",3,3
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",4,4
RCDISNUM,"Residential clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.32d)",5,5+
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",.,Logical skip
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",M,Missing
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",1,0-1
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",2,2
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",3,3
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",4,4-6
RCNALNUM,"Residential clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.32d)",5,7+
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",.,Logical skip 
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",M,Missing
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",1,0-1
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",2,2
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",3,3
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",4,4-5
RCACAMNUM,"Residential clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.32d)",5,6+
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",.,Logical skip
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",M,Missing
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",1,0-1
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",2,2
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",3,3-4
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",4,5-9
OPDISNUM,"Outpatient clients, disulfiram dispensed or prescribed for alcohol use disorder (Q.33d)",5,10+
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",.,Logical skip
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",M,Missing
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",1,0-1
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",2,2-4
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",3,5-8
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",4,9-16
OPNALNUM,"Outpatient clients, naltrexone dispensed or prescribed for alcohol use disorder (Q.33d)",5,17+
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",.,Logical skip 
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",M,Missing
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",1,0-1
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",2,2
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",3,3-4
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",4,5-9
OPACAMNUM,"Outpatient clients, acamprosate dispensed or prescribed for alcohol use disorder (Q.33d)",5,10+
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),.,Logical skip 
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),M,Missing
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),1,0-10
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),2,11-16
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),3,17-22
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),4,23-36
HOSPBED,Hospital inpatient clients -- total beds designated for substance ue treatment (Q.31e),5,37+
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),.,Logical skip 
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),M,Missing
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),1,0-12
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),2,13-18
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),3,19-28
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),4,29-47
RESBED,Residential clients -- total beds designated for substance use treatment (Q.32e),5,48+
H_AGE1,Hospital inpatient clients under 18 years old (Q.31b),.,Logical skip
H_AGE1,Hospital inpatient clients under 18 years old (Q.31b),1,0-2
H_AGE1,Hospital inpatient clients under 18 years old (Q.31b),2,3-5
H_AGE1,Hospital inpatient clients under 18 years old (Q.31b),3,6-10
H_AGE1,Hospital inpatient clients under 18 years old (Q.31b),4,11-18
H_AGE1,Hospital inpatient clients under 18 years old (Q.31b),5,19+
O_AGE1,Outpatient clients under 18 years old (Q.33b),.,Logical skip
O_AGE1,Outpatient clients under 18 years old (Q.33b),1,0-2
O_AGE1,Outpatient clients under 18 years old (Q.33b),2,3-5
O_AGE1,Outpatient clients under 18 years old (Q.33b),3,6-10
O_AGE1,Outpatient clients under 18 years old (Q.33b),4,11-23
O_AGE1,Outpatient clients under 18 years old (Q.33b),5,24+
R_AGE1,Residential clients under 18 years old (Q.32b),.,Logical skip
R_AGE1,Residential clients under 18 years old (Q.32b),1,0-5
R_AGE1,Residential clients under 18 years old (Q.32b),2,6-10
R_AGE1,Residential clients under 18 years old (Q.32b),3,11-15
R_AGE1,Residential clients under 18 years old (Q.32b),4,16-24
R_AGE1,Residential clients under 18 years old (Q.32b),5,25+
T_CLI1_D,"Hospital inpatient clients, detoxification -- for DUI/DWI facilities (Q.31a)",.,Logical skip
T_CLI1_D,"Hospital inpatient clients, detoxification -- for DUI/DWI facilities (Q.31a)",1,0-2
T_CLI1_D,"Hospital inpatient clients, detoxification -- for DUI/DWI facilities (Q.31a)",2,3-4
T_CLI1_D,"Hospital inpatient clients, detoxification -- for DUI/DWI facilities (Q.31a)",3,5-7
T_CLI1_D,"Hospital inpatient clients, detoxification -- for DUI/DWI facilities (Q.31a)",4,8-13
T_CLI1_D,"Hospital inpatient clients, detoxification -- for DUI/DWI facilities (Q.31a)",5,14+
T_CLI1_O,"Hospital inpatient clients, detoxification -- for OTP facilities (Q.31a)",.,Logical skip
T_CLI1_O,"Hospital inpatient clients, detoxification -- for OTP facilities (Q.31a)",1,0-5
T_CLI1_O,"Hospital inpatient clients, detoxification -- for OTP facilities (Q.31a)",2,6-10
T_CLI1_O,"Hospital inpatient clients, detoxification -- for OTP facilities (Q.31a)",3,11-16
T_CLI1_O,"Hospital inpatient clients, detoxification -- for OTP facilities (Q.31a)",4,17-25
T_CLI1_O,"Hospital inpatient clients, detoxification -- for OTP facilities (Q.31a)",5,26+
T_CLI1_X,"Hospital inpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.31a)",.,Logical skip
T_CLI1_X,"Hospital inpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.31a)",1,0-2
T_CLI1_X,"Hospital inpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.31a)",2,3-5
T_CLI1_X,"Hospital inpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.31a)",3,6-8
T_CLI1_X,"Hospital inpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.31a)",4,9-13
T_CLI1_X,"Hospital inpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.31a)",5,14+
T_CLI2_D,"Hospital inpatient clients, treatment -- for DUI_DWI facilities (Q.31a)",.,Logical skip
T_CLI2_D,"Hospital inpatient clients, treatment -- for DUI_DWI facilities (Q.31a)",1,0-4
T_CLI2_D,"Hospital inpatient clients, treatment -- for DUI_DWI facilities (Q.31a)",2,5-8
T_CLI2_D,"Hospital inpatient clients, treatment -- for DUI_DWI facilities (Q.31a)",3,9-14
T_CLI2_D,"Hospital inpatient clients, treatment -- for DUI_DWI facilities (Q.31a)",4,15-26
T_CLI2_D,"Hospital inpatient clients, treatment -- for DUI_DWI facilities (Q.31a)",5,27+
T_CLI2_O,"Hospital inpatient clients, treatment -- for OTP facilities (Q.31a)",.,Logical skip
T_CLI2_O,"Hospital inpatient clients, treatment -- for OTP facilities (Q.31a)",1,0-5
T_CLI2_O,"Hospital inpatient clients, treatment -- for OTP facilities (Q.31a)",2,6-13
T_CLI2_O,"Hospital inpatient clients, treatment -- for OTP facilities (Q.31a)",3,14-20
T_CLI2_O,"Hospital inpatient clients, treatment -- for OTP facilities (Q.31a)",4,21-42
T_CLI2_O,"Hospital inpatient clients, treatment -- for OTP facilities (Q.31a)",5,43+
T_CLI2_X,"Hospital inpatient clients, treatment -- for non-OTP and non-DUI_DWI facilities (Q.31a)",.,Logical skip
T_CLI2_X,"Hospital inpatient clients, treatment -- for non-OTP and non-DUI_DWI facilities (Q.31a)",1,0-4
T_CLI2_X,"Hospital inpatient clients, treatment -- for non-OTP and non-DUI_DWI facilities (Q.31a)",2,5-8
T_CLI2_X,"Hospital inpatient clients, treatment -- for non-OTP and non-DUI_DWI facilities (Q.31a)",3,9-15
T_CLI2_X,"Hospital inpatient clients, treatment -- for non-OTP and non-DUI_DWI facilities (Q.31a)",4,16-30
T_CLI2_X,"Hospital inpatient clients, treatment -- for non-OTP and non-DUI_DWI facilities (Q.31a)",5,31+
T_CLI3_D,"Residential clients, detoxification -- for DUI_DWI facilities (Q.32a)",.,Logical skip
T_CLI3_D,"Residential clients, detoxification -- for DUI_DWI facilities (Q.32a)",1,0-2
T_CLI3_D,"Residential clients, detoxification -- for DUI_DWI facilities (Q.32a)",2,3
T_CLI3_D,"Residential clients, detoxification -- for DUI_DWI facilities (Q.32a)",3,4-6
T_CLI3_D,"Residential clients, detoxification -- for DUI_DWI facilities (Q.32a)",4,7-12
T_CLI3_D,"Residential clients, detoxification -- for DUI_DWI facilities (Q.32a)",5,13+
T_CLI3_O,"Residential clients, detoxification -- for OTP facilities (Q.32a)",.,Logical skip
T_CLI3_O,"Residential clients, detoxification -- for OTP facilities (Q.32a)",1,0-6
T_CLI3_O,"Residential clients, detoxification -- for OTP facilities (Q.32a)",2,7-11
T_CLI3_O,"Residential clients, detoxification -- for OTP facilities (Q.32a)",3,12-20
T_CLI3_O,"Residential clients, detoxification -- for OTP facilities (Q.32a)",4,21-31
T_CLI3_O,"Residential clients, detoxification -- for OTP facilities (Q.32a)",5,32+
T_CLI3_X,"Residential clients, detoxification -- for non-OTP and non-DUI_DWI faciltiies (Q.32a)",.,Logical skip
T_CLI3_X,"Residential clients, detoxification -- for non-OTP and non-DUI_DWI faciltiies (Q.32a)",1,0-2
T_CLI3_X,"Residential clients, detoxification -- for non-OTP and non-DUI_DWI faciltiies (Q.32a)",2,3-5
T_CLI3_X,"Residential clients, detoxification -- for non-OTP and non-DUI_DWI faciltiies (Q.32a)",3,6-8
T_CLI3_X,"Residential clients, detoxification -- for non-OTP and non-DUI_DWI faciltiies (Q.32a)",4,9-15
T_CLI3_X,"Residential clients, detoxification -- for non-OTP and non-DUI_DWI faciltiies (Q.32a)",5,16+
T_CLI5_D,"Outpatient clients, regular outpatient care -- for DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI5_D,"Outpatient clients, regular outpatient care -- for DUI_DWI facilities (Q.33a)",1,0-14
T_CLI5_D,"Outpatient clients, regular outpatient care -- for DUI_DWI facilities (Q.33a)",2,15-30
T_CLI5_D,"Outpatient clients, regular outpatient care -- for DUI_DWI facilities (Q.33a)",3,31-54
T_CLI5_D,"Outpatient clients, regular outpatient care -- for DUI_DWI facilities (Q.33a)",4,55-105
T_CLI5_D,"Outpatient clients, regular outpatient care -- for DUI_DWI facilities (Q.33a)",5,106+
T_CLI5_O,"Outpatient clients, regular outpatient care -- for OTP facilities (Q.33a)",.,Logical skip
T_CLI5_O,"Outpatient clients, regular outpatient care -- for OTP facilities (Q.33a)",1,0-9
T_CLI5_O,"Outpatient clients, regular outpatient care -- for OTP facilities (Q.33a)",2,10-30
T_CLI5_O,"Outpatient clients, regular outpatient care -- for OTP facilities (Q.33a)",3,31-78
T_CLI5_O,"Outpatient clients, regular outpatient care -- for OTP facilities (Q.33a)",4,79-200
T_CLI5_O,"Outpatient clients, regular outpatient care -- for OTP facilities (Q.33a)",5,201+
T_CLI5_X,"Outpatient clients, regular outpatient care -- for non-OTP and non-DUI_DWI faciltiies (Q.33a)",.,Logical skip
T_CLI5_X,"Outpatient clients, regular outpatient care -- for non-OTP and non-DUI_DWI faciltiies (Q.33a)",1,0-10
T_CLI5_X,"Outpatient clients, regular outpatient care -- for non-OTP and non-DUI_DWI faciltiies (Q.33a)",2,11-20
T_CLI5_X,"Outpatient clients, regular outpatient care -- for non-OTP and non-DUI_DWI faciltiies (Q.33a)",3,21-40
T_CLI5_X,"Outpatient clients, regular outpatient care -- for non-OTP and non-DUI_DWI faciltiies (Q.33a)",4,41-87
T_CLI5_X,"Outpatient clients, regular outpatient care -- for non-OTP and non-DUI_DWI faciltiies (Q.33a)",5,88+
T_CLI6_D,"Outpatient clients, intensive -- for DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI6_D,"Outpatient clients, intensive -- for DUI_DWI facilities (Q.33a)",1,0-6
T_CLI6_D,"Outpatient clients, intensive -- for DUI_DWI facilities (Q.33a)",2,7-12
T_CLI6_D,"Outpatient clients, intensive -- for DUI_DWI facilities (Q.33a)",3,13-20
T_CLI6_D,"Outpatient clients, intensive -- for DUI_DWI facilities (Q.33a)",4,21-40
T_CLI6_D,"Outpatient clients, intensive -- for DUI_DWI facilities (Q.33a)",5,41+
T_CLI6_O,"Outpatient clients, intensive -- for OTP facilities (Q.33a)",.,Logical skip
T_CLI6_O,"Outpatient clients, intensive -- for OTP facilities (Q.33a)",1,0-9
T_CLI6_O,"Outpatient clients, intensive -- for OTP facilities (Q.33a)",2,10-15
T_CLI6_O,"Outpatient clients, intensive -- for OTP facilities (Q.33a)",3,16-29
T_CLI6_O,"Outpatient clients, intensive -- for OTP facilities (Q.33a)",4,30-53
T_CLI6_O,"Outpatient clients, intensive -- for OTP facilities (Q.33a)",5,54+
T_CLI6_X,"Outpatient clients, intensive -- for non-OTP and non-DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI6_X,"Outpatient clients, intensive -- for non-OTP and non-DUI_DWI facilities (Q.33a)",1,0-6
T_CLI6_X,"Outpatient clients, intensive -- for non-OTP and non-DUI_DWI facilities (Q.33a)",2,7-12
T_CLI6_X,"Outpatient clients, intensive -- for non-OTP and non-DUI_DWI facilities (Q.33a)",3,13-20
T_CLI6_X,"Outpatient clients, intensive -- for non-OTP and non-DUI_DWI facilities (Q.33a)",4,21-37
T_CLI6_X,"Outpatient clients, intensive -- for non-OTP and non-DUI_DWI facilities (Q.33a)",5,38+
T_CLI7_D,"Outpatient clients, detoxification -- for DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI7_D,"Outpatient clients, detoxification -- for DUI_DWI facilities (Q.33a)",1,0-2
T_CLI7_D,"Outpatient clients, detoxification -- for DUI_DWI facilities (Q.33a)",2,3-5
T_CLI7_D,"Outpatient clients, detoxification -- for DUI_DWI facilities (Q.33a)",3,6-10
T_CLI7_D,"Outpatient clients, detoxification -- for DUI_DWI facilities (Q.33a)",4,11-20
T_CLI7_D,"Outpatient clients, detoxification -- for DUI_DWI facilities (Q.33a)",5,21+
T_CLI7_O,"Outpatient clients, detoxification -- for OTP facilities (Q.33a)",.,Logical skip
T_CLI7_O,"Outpatient clients, detoxification -- for OTP facilities (Q.33a)",1,0-3
T_CLI7_O,"Outpatient clients, detoxification -- for OTP facilities (Q.33a)",2,4-5
T_CLI7_O,"Outpatient clients, detoxification -- for OTP facilities (Q.33a)",3,6-10
T_CLI7_O,"Outpatient clients, detoxification -- for OTP facilities (Q.33a)",4,11-15
T_CLI7_O,"Outpatient clients, detoxification -- for OTP facilities (Q.33a)",5,26+
T_CLI7_X,"Outpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI7_X,"Outpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.33a)",1,0-2
T_CLI7_X,"Outpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.33a)",2,3-5
T_CLI7_X,"Outpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.33a)",3,6-10
T_CLI7_X,"Outpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.33a)",4,11-25
T_CLI7_X,"Outpatient clients, detoxification -- for non-OTP and non-DUI_DWI facilities (Q.33a)",5,26+
T_CLI8_D,"Outpatient clients, day treatment/partial hospitalization -- for DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI8_D,"Outpatient clients, day treatment/partial hospitalization -- for DUI_DWI facilities (Q.33a)",1,0-4
T_CLI8_D,"Outpatient clients, day treatment/partial hospitalization -- for DUI_DWI facilities (Q.33a)",2,5-8
T_CLI8_D,"Outpatient clients, day treatment/partial hospitalization -- for DUI_DWI facilities (Q.33a)",3,9-15
T_CLI8_D,"Outpatient clients, day treatment/partial hospitalization -- for DUI_DWI facilities (Q.33a)",4,16-30
T_CLI8_D,"Outpatient clients, day treatment/partial hospitalization -- for DUI_DWI facilities (Q.33a)",5,31+
T_CLI8_O,"Outpatient clients, day treatment/partial hospitalization -- for OTP facilities (Q.33a)",.,Logical skip
T_CLI8_O,"Outpatient clients, day treatment/partial hospitalization -- for OTP facilities (Q.33a)",1,0-6
T_CLI8_O,"Outpatient clients, day treatment/partial hospitalization -- for OTP facilities (Q.33a)",2,7-11
T_CLI8_O,"Outpatient clients, day treatment/partial hospitalization -- for OTP facilities (Q.33a)",3,12-20
T_CLI8_O,"Outpatient clients, day treatment/partial hospitalization -- for OTP facilities (Q.33a)",4,21-31
T_CLI8_O,"Outpatient clients, day treatment/partial hospitalization -- for OTP facilities (Q.33a)",5,32+
T_CLI8_X,"Outpatient clients, day treatment/partial hospitalization -- for non-OTP and non-DUI_DWI facilities (Q.33a)",.,Logical skip
T_CLI8_X,"Outpatient clients, day treatment/partial hospitalization -- for non-OTP and non-DUI_DWI facilities (Q.33a)",1,0-4
T_CLI8_X,"Outpatient clients, day treatment/partial hospitalization -- for non-OTP and non-DUI_DWI facilities (Q.33a)",2,5-8
T_CLI8_X,"Outpatient clients, day treatment/partial hospitalization -- for non-OTP and non-DUI_DWI facilities (Q.33a)",3,9-15
T_CLI8_X,"Outpatient clients, day treatment/partial hospitalization -- for non-OTP and non-DUI_DWI facilities (Q.33a)",4,16-28
T_CLI8_X,"Outpatient clients, day treatment/partial hospitalization -- for non-OTP and non-DUI_DWI facilities (Q.33a)",5,29+
T_CLI9_D,"Residential clients, short-term detoxification -- for DUI_DWI facilities (Q.32a)",.,Logical skip
T_CLI9_D,"Residential clients, short-term detoxification -- for DUI_DWI facilities (Q.32a)",1,0-6
T_CLI9_D,"Residential clients, short-term detoxification -- for DUI_DWI facilities (Q.32a)",2,7-11
T_CLI9_D,"Residential clients, short-term detoxification -- for DUI_DWI facilities (Q.32a)",3,12-18
T_CLI9_D,"Residential clients, short-term detoxification -- for DUI_DWI facilities (Q.32a)",4,19-30
T_CLI9_D,"Residential clients, short-term detoxification -- for DUI_DWI facilities (Q.32a)",5,31+
T_CLI9_O,"Residential clients, short-term detoxification -- for OTP facilities (Q.32a)",.,Logical skip
T_CLI9_O,"Residential clients, short-term detoxification -- for OTP facilities (Q.32a)",1,0-11
T_CLI9_O,"Residential clients, short-term detoxification -- for OTP facilities (Q.32a)",2,12-18
T_CLI9_O,"Residential clients, short-term detoxification -- for OTP facilities (Q.32a)",3,19-29
T_CLI9_O,"Residential clients, short-term detoxification -- for OTP facilities (Q.32a)",4,30-49
T_CLI9_O,"Residential clients, short-term detoxification -- for OTP facilities (Q.32a)",5,50+
T_CLI9_X,"Residential clients, short-term detoxification -- for non-OTP and non-DUI_DWI facilities (Q.32a)",.,Logical skip
T_CLI9_X,"Residential clients, short-term detoxification -- for non-OTP and non-DUI_DWI facilities (Q.32a)",1,0-5
T_CLI9_X,"Residential clients, short-term detoxification -- for non-OTP and non-DUI_DWI facilities (Q.32a)",2,6-10
T_CLI9_X,"Residential clients, short-term detoxification -- for non-OTP and non-DUI_DWI facilities (Q.32a)",3,11-16
T_CLI9_X,"Residential clients, short-term detoxification -- for non-OTP and non-DUI_DWI facilities (Q.32a)",4,17-28
T_CLI9_X,"Residential clients, short-term detoxification -- for non-OTP and non-DUI_DWI facilities (Q.32a)",5,29+
T_CLI10_D,"Residential clients, long-term detoxification -- for DUI/DWI facilities (Q.32a)",.,Logical skip
