Question_Code,Short_description,Answer_code,Answer_meaning,Long_description
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),1-10,1-10,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),11-20,11-20,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),21-30,21-30,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),31-40,31-40,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),41-50,41-50,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),51-75,51-75,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),76-100,76-100,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),101-250,101-250,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),251-500,251-500,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),501-1000,501-1000,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),1501 +,1501 +,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),L,Logical Skip,
IPLEGALTOTVOL_O,Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),M,Missing Data,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",0,0,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",1-10,1-10,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",11-20,11-20,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",21-30,21-30,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",31-40,31-40,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",41-50,41-50,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",51-75,51-75,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",76-100,76-100,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",101-250,101-250,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",251-500,251-500,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",501-1000,501-1000,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",1501 +,1501 +,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",L,Logical Skip,
IPLEGALTOTVOL,"Total clients/patients with voluntary legal status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",M,Missing Data,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),0,0,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),1-10,1-10,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),11-20,11-20,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),21-30,21-30,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),31-40,31-40,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),41-50,41-50,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),51-60,51-60,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),61-70,61-70,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),71-80,71-80,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),81-90,81-90,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),91-99,91-99,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),100,100,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),L,Logical Skip,
IPLEGALPERVOL,Percent clients with voluntary legal status at this 24-hour hospital inpatient facility (Q.D10c),M,Missing Data,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",0,0,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",1-10,1-10,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",11-20,11-20,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",21-30,21-30,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",31-40,31-40,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",41-50,41-50,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",51-75,51-75,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",76-100,76-100,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",101-250,101-250,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",251-500,251-500,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",1001-1500,1001-1500,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",L,Logical Skip,
IPLEGALTOTNONFOREN_O,"Total clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",M,Missing Data,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",0,0,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",1-10,1-10,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",11-20,11-20,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",21-30,21-30,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",31-40,31-40,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",41-50,41-50,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",51-75,51-75,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",76-100,76-100,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",101-250,101-250,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",251-500,251-500,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",1001-1500,1001-1500,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",L,Logical Skip,
IPLEGALTOTNONFOREN,"Total clients/patients, involuntary, unrolled (non-forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",M,Missing Data,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",0,0,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",1-10,1-10,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",11-20,11-20,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",21-30,21-30,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",31-40,31-40,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",41-50,41-50,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",51-60,51-60,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",61-70,61-70,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",71-80,71-80,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",81-90,81-90,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",91-99,91-99,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",100,100,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",L,Logical Skip,
IPLEGALPERNONFOREN,"Percent clients/patients, involuntary (non-forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",M,Missing Data,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",0,0,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",1-10,1-10,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",11-20,11-20,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",21-30,21-30,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",31-40,31-40,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",41-50,41-50,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",51-75,51-75,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",76-100,76-100,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",101-250,101-250,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",251-500,251-500,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",1001-1500,1001-1500,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",L,Logical Skip,
IPLEGALTOTFOREN_O,"Total clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",M,Missing Data,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",0,0,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",1-10,1-10,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",11-20,11-20,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",21-30,21-30,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",31-40,31-40,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",41-50,41-50,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",51-75,51-75,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",76-100,76-100,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",101-250,101-250,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",251-500,251-500,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",501-1000,501-1000,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",L,Logical Skip,
IPLEGALTOTFOREN,"Total clients/patients, involuntary, unrolled (forensic) status at this 24-hour hospital inpatient facility, unrolled (Q.D10c)",M,Missing Data,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",0,0,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",1-10,1-10,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",11-20,11-20,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",21-30,21-30,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",31-40,31-40,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",41-50,41-50,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",51-60,51-60,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",61-70,61-70,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",71-80,71-80,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",81-90,81-90,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",91-99,91-99,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",100,100,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",L,Logical Skip,
IPLEGALPERFOREN,"Percent clients/patients, involuntary (forensic) status at this 24-hour hospital inpatient facility (Q.D10c)",M,Missing Data,
RCSERV,"Any clients received 24-hour residential mental health services, 3/31/2022 (Q.D11)",0,No,
RCSERV,"Any clients received 24-hour residential mental health services, 3/31/2022 (Q.D11)",1,Yes,
RCSERV,"Any clients received 24-hour residential mental health services, 3/31/2022 (Q.D11)",L,Logical Skip,
RCSERV,"Any clients received 24-hour residential mental health services, 3/31/2022 (Q.D11)",M,Missing Data,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),0,0,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),1-10,1-10,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),11-20,11-20,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),21-30,21-30,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),31-40,31-40,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),41-50,41-50,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),51-75,51-75,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),76-100,76-100,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),101-250,101-250,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),251-500,251-500,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),501-1000,501-1000,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),L,Logical Skip,
RCTOTAL_O,Total number of 24-hour residential clients (Q.D11a),M,Missing Data,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",0,0,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",1-10,1-10,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",11-20,11-20,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",21-30,21-30,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",31-40,31-40,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",41-50,41-50,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",51-75,51-75,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",76-100,76-100,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",101-250,101-250,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",251-500,251-500,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",501-1000,501-1000,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",L,Logical Skip,
RCTOTAL,"Total number of 24-hour residential clients, unrolled (Q.D11a)",M,Missing Data,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),0,0,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),1-10,1-10,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),11-20,11-20,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),21-30,21-30,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),31-40,31-40,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),41-50,41-50,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),51-75,51-75,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),76-100,76-100,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),101-250,101-250,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),251-500,251-500,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),501-1000,501-1000,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),1001-1500,1001-1500,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),L,Logical Skip,
RCBEDS_O,Number of residential beds set up/staffed at facility (Q.D11b),M,Missing Data,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",0,0,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",1-10,1-10,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",11-20,11-20,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",21-30,21-30,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",31-40,31-40,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",41-50,41-50,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",51-75,51-75,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",76-100,76-100,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",101-250,101-250,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",251-500,251-500,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",501-1000,501-1000,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",1001-1500,1001-1500,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",L,Logical Skip,
RCBEDS,"Number of residential beds set up/staffed at facility, unrolled (Q.D11b)",M,Missing Data,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),0,0,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),1-10,1-10,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),11-20,11-20,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),21-30,21-30,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),31-40,31-40,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),41-50,41-50,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),51-75,51-75,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),76-100,76-100,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),101-250,101-250,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),251-500,251-500,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),L,Logical Skip,
RCSEXTOTM_O,Total male clients/patients at this 24-hour residential facility (Q.D11c),M,Missing Data,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",0,0,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",1-10,1-10,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",11-20,11-20,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",21-30,21-30,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",31-40,31-40,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",41-50,41-50,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",51-75,51-75,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",76-100,76-100,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",101-250,101-250,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",251-500,251-500,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",L,Logical Skip,
RCSEXTOTM,"Total male clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",M,Missing Data,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),0,0,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),1-10,1-10,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),11-20,11-20,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),21-30,21-30,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),31-40,31-40,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),41-50,41-50,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),51-60,51-60,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),61-70,61-70,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),71-80,71-80,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),81-90,81-90,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),91-99,91-99,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),100,100,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),L,Logical Skip,
RCSEXPERM,Percent male clients/patients at this 24-hour residential facility (Q.D11c),M,Missing Data,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),0,0,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),1-10,1-10,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),11-20,11-20,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),21-30,21-30,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),31-40,31-40,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),41-50,41-50,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),51-75,51-75,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),76-100,76-100,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),101-250,101-250,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),L,Logical Skip,
RCSEXTOTF_O,Total female clients/patients at this 24-hour residential facility (Q.D11c),M,Missing Data,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",0,0,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",1-10,1-10,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",11-20,11-20,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",21-30,21-30,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",31-40,31-40,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",41-50,41-50,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",51-75,51-75,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",76-100,76-100,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",101-250,101-250,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",L,Logical Skip,
RCSEXTOTF,"Total female clients/patients at this 24-hour residential facility, unrolled (Q.D11c)",M,Missing Data,
RCSEXPERF,Percent female clients/patients at this 24-hour residential facility (Q.D11c),0,0,
